game_id,season,game_date,athlete_id,athlete_display_name,team_id,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,points,starter,athlete_position_name,team_abbreviation,team_winner,league
401725585,2025,2025-02-11,5177104.0,Jasper Floyd,249,18.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,True,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,4702491.0,Atin Wright,249,33.0,5.0,14.0,5.0,12.0,5.0,5.0,20.0,True,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,4433163.0,Rondel Walker,249,14.0,2.0,4.0,1.0,3.0,0.0,1.0,5.0,True,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,5106864.0,Brenen Lorient,249,24.0,5.0,8.0,1.0,1.0,0.0,0.0,11.0,False,Forward,UNT,True,ncaam
401725585,2025,2025-02-11,4897338.0,Johnathan Massie,249,27.0,2.0,6.0,0.0,3.0,2.0,4.0,6.0,False,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,4601284.0,Latrell Jossell,249,28.0,3.0,9.0,1.0,5.0,0.0,0.0,7.0,False,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,True,ncaam
401725585,2025,2025-02-11,5175357.0,Brock Vice,249,,,,,,,,,False,Center,UNT,True,ncaam
401725585,2025,2025-02-11,5240287.0,Ma'Syn Howell,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,5106884.0,Grayson Allo,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,4897523.0,Matthew Stone,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,5105587.0,Grant Newell,249,30.0,2.0,3.0,0.0,1.0,7.0,8.0,11.0,True,Forward,UNT,True,ncaam
401725578,2025,2025-02-08,4431824.0,Moulaye Sissoko,249,17.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,True,Forward,UNT,True,ncaam
401725578,2025,2025-02-08,5177104.0,Jasper Floyd,249,29.0,3.0,9.0,1.0,2.0,0.0,0.0,7.0,True,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,4702491.0,Atin Wright,249,27.0,4.0,10.0,3.0,8.0,3.0,3.0,14.0,True,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,4433163.0,Rondel Walker,249,16.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,True,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,5106864.0,Brenen Lorient,249,31.0,5.0,10.0,0.0,0.0,5.0,6.0,15.0,False,Forward,UNT,True,ncaam
401725578,2025,2025-02-08,4897338.0,Johnathan Massie,249,27.0,5.0,10.0,3.0,5.0,0.0,2.0,13.0,False,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,4601284.0,Latrell Jossell,249,23.0,3.0,6.0,3.0,6.0,0.0,0.0,9.0,False,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,True,ncaam
401725578,2025,2025-02-08,5175357.0,Brock Vice,249,,,,,,,,,False,Center,UNT,True,ncaam
401725578,2025,2025-02-08,5240287.0,Ma'Syn Howell,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,5106884.0,Grayson Allo,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725578,2025,2025-02-08,4897523.0,Matthew Stone,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725571,2025,2025-02-03,5105587.0,Grant Newell,249,24.0,2.0,6.0,0.0,0.0,2.0,2.0,6.0,True,Forward,UNT,False,ncaam
401725571,2025,2025-02-03,4431824.0,Moulaye Sissoko,249,33.0,5.0,9.0,0.0,0.0,0.0,0.0,10.0,True,Forward,UNT,False,ncaam
401725571,2025,2025-02-03,5177104.0,Jasper Floyd,249,32.0,6.0,12.0,1.0,2.0,2.0,2.0,15.0,True,Guard,UNT,False,ncaam
401725571,2025,2025-02-03,4702491.0,Atin Wright,249,35.0,2.0,7.0,2.0,6.0,0.0,0.0,6.0,True,Guard,UNT,False,ncaam
401725571,2025,2025-02-03,4433163.0,Rondel Walker,249,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,Guard,UNT,False,ncaam
401725571,2025,2025-02-03,5106864.0,Brenen Lorient,249,19.0,5.0,7.0,0.0,0.0,2.0,2.0,12.0,False,Forward,UNT,False,ncaam
401725571,2025,2025-02-03,4897338.0,Johnathan Massie,249,27.0,4.0,8.0,1.0,1.0,0.0,2.0,9.0,False,Guard,UNT,False,ncaam
401725571,2025,2025-02-03,4601284.0,Latrell Jossell,249,14.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,False,Guard,UNT,False,ncaam
401725571,2025,2025-02-03,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,False,ncaam
401725571,2025,2025-02-03,5175357.0,Brock Vice,249,,,,,,,,,False,Center,UNT,False,ncaam
401725571,2025,2025-02-03,5240287.0,Ma'Syn Howell,249,,,,,,,,,False,Guard,UNT,False,ncaam
401725571,2025,2025-02-03,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,False,ncaam
401725571,2025,2025-02-03,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,False,ncaam
